Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2015,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,125.0
Afforestation Area,2015,Co. Waterford,Total Afforestation,Farmer,Hectares,119.0
Afforestation Area,2015,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,7.0
Afforestation Area,2015,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Waterford,Broadleaf,Total Afforestation,Hectares,26.0
Afforestation Area,2015,Co. Waterford,Broadleaf,Farmer,Hectares,25.0
Afforestation Area,2015,Co. Waterford,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2015,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Waterford,Conifer,Total Afforestation,Hectares,99.0
Afforestation Area,2015,Co. Waterford,Conifer,Farmer,Hectares,94.0
Afforestation Area,2015,Co. Waterford,Conifer,Non-Farmer,Hectares,5.0
Afforestation Area,2015,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,204.0
Afforestation Area,2015,Co. Westmeath,Total Afforestation,Farmer,Hectares,204.0
Afforestation Area,2015,Co. Westmeath,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Westmeath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Westmeath,Broadleaf,Total Afforestation,Hectares,44.0
Afforestation Area,2015,Co. Westmeath,Broadleaf,Farmer,Hectares,44.0
Afforestation Area,2015,Co. Westmeath,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Westmeath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Westmeath,Conifer,Total Afforestation,Hectares,160.0
Afforestation Area,2015,Co. Westmeath,Conifer,Farmer,Hectares,160.0
Afforestation Area,2015,Co. Westmeath,Conifer,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Westmeath,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Wexford,Total Afforestation,Total Afforestation,Hectares,128.0
Afforestation Area,2015,Co. Wexford,Total Afforestation,Farmer,Hectares,109.0
Afforestation Area,2015,Co. Wexford,Total Afforestation,Non-Farmer,Hectares,20.0
Afforestation Area,2015,Co. Wexford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Wexford,Broadleaf,Total Afforestation,Hectares,29.0
Afforestation Area,2015,Co. Wexford,Broadleaf,Farmer,Hectares,26.0
Afforestation Area,2015,Co. Wexford,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2015,Co. Wexford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Wexford,Conifer,Total Afforestation,Hectares,100.0
Afforestation Area,2015,Co. Wexford,Conifer,Farmer,Hectares,82.0
Afforestation Area,2015,Co. Wexford,Conifer,Non-Farmer,Hectares,17.0
Afforestation Area,2015,Co. Wexford,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Wicklow,Total Afforestation,Total Afforestation,Hectares,139.0
Afforestation Area,2015,Co. Wicklow,Total Afforestation,Farmer,Hectares,120.0
Afforestation Area,2015,Co. Wicklow,Total Afforestation,Non-Farmer,Hectares,19.0
Afforestation Area,2015,Co. Wicklow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Wicklow,Broadleaf,Total Afforestation,Hectares,17.0
Afforestation Area,2015,Co. Wicklow,Broadleaf,Farmer,Hectares,14.0
Afforestation Area,2015,Co. Wicklow,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2015,Co. Wicklow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Wicklow,Conifer,Total Afforestation,Hectares,122.0
Afforestation Area,2015,Co. Wicklow,Conifer,Farmer,Hectares,106.0
Afforestation Area,2015,Co. Wicklow,Conifer,Non-Farmer,Hectares,16.0
Afforestation Area,2015,Co. Wicklow,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Ireland,Total Afforestation,Total Afforestation,Hectares,6293.0
Afforestation Area,2015,Ireland,Total Afforestation,Farmer,Hectares,5390.0
Afforestation Area,2015,Ireland,Total Afforestation,Non-Farmer,Hectares,894.0
Afforestation Area,2015,Ireland,Total Afforestation,Public Sector,Hectares,9.0
Afforestation Area,2015,Ireland,Broadleaf,Total Afforestation,Hectares,1263.0
Afforestation Area,2015,Ireland,Broadleaf,Farmer,Hectares,1030.0
Afforestation Area,2015,Ireland,Broadleaf,Non-Farmer,Hectares,233.0
Afforestation Area,2015,Ireland,Broadleaf,Public Sector,Hectares,0.0
Afforestation Area,2015,Ireland,Conifer,Total Afforestation,Hectares,5030.0
Afforestation Area,2015,Ireland,Conifer,Farmer,Hectares,4360.0
Afforestation Area,2015,Ireland,Conifer,Non-Farmer,Hectares,661.0
Afforestation Area,2015,Ireland,Conifer,Public Sector,Hectares,8.0
Afforestation Area,2016,Co. Carlow,Total Afforestation,Total Afforestation,Hectares,46.0
Afforestation Area,2016,Co. Carlow,Total Afforestation,Farmer,Hectares,17.0
Afforestation Area,2016,Co. Carlow,Total Afforestation,Non-Farmer,Hectares,28.0
Afforestation Area,2016,Co. Carlow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Carlow,Broadleaf,Total Afforestation,Hectares,14.0
Afforestation Area,2016,Co. Carlow,Broadleaf,Farmer,Hectares,5.0
Afforestation Area,2016,Co. Carlow,Broadleaf,Non-Farmer,Hectares,8.0
Afforestation Area,2016,Co. Carlow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Carlow,Conifer,Total Afforestation,Hectares,32.0
Afforestation Area,2016,Co. Carlow,Conifer,Farmer,Hectares,12.0
Afforestation Area,2016,Co. Carlow,Conifer,Non-Farmer,Hectares,20.0
Afforestation Area,2016,Co. Carlow,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Cavan,Total Afforestation,Total Afforestation,Hectares,425.0
Afforestation Area,2016,Co. Cavan,Total Afforestation,Farmer,Hectares,213.0
Afforestation Area,2016,Co. Cavan,Total Afforestation,Non-Farmer,Hectares,212.0
Afforestation Area,2016,Co. Cavan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Cavan,Broadleaf,Total Afforestation,Hectares,89.0
Afforestation Area,2016,Co. Cavan,Broadleaf,Farmer,Hectares,43.0
Afforestation Area,2016,Co. Cavan,Broadleaf,Non-Farmer,Hectares,46.0
Afforestation Area,2016,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Cavan,Conifer,Total Afforestation,Hectares,336.0
Afforestation Area,2016,Co. Cavan,Conifer,Farmer,Hectares,170.0
Afforestation Area,2016,Co. Cavan,Conifer,Non-Farmer,Hectares,166.0
Afforestation Area,2016,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Clare,Total Afforestation,Total Afforestation,Hectares,552.0
Afforestation Area,2016,Co. Clare,Total Afforestation,Farmer,Hectares,314.0
Afforestation Area,2016,Co. Clare,Total Afforestation,Non-Farmer,Hectares,238.0
Afforestation Area,2016,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Clare,Broadleaf,Total Afforestation,Hectares,73.0
Afforestation Area,2016,Co. Clare,Broadleaf,Farmer,Hectares,45.0
Afforestation Area,2016,Co. Clare,Broadleaf,Non-Farmer,Hectares,28.0
Afforestation Area,2016,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Clare,Conifer,Total Afforestation,Hectares,479.0
Afforestation Area,2016,Co. Clare,Conifer,Farmer,Hectares,269.0
Afforestation Area,2016,Co. Clare,Conifer,Non-Farmer,Hectares,210.0
Afforestation Area,2016,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Cork,Total Afforestation,Total Afforestation,Hectares,608.0
Afforestation Area,2016,Co. Cork,Total Afforestation,Farmer,Hectares,354.0
Afforestation Area,2016,Co. Cork,Total Afforestation,Non-Farmer,Hectares,254.0
Afforestation Area,2016,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Cork,Broadleaf,Total Afforestation,Hectares,111.0
Afforestation Area,2016,Co. Cork,Broadleaf,Farmer,Hectares,58.0
Afforestation Area,2016,Co. Cork,Broadleaf,Non-Farmer,Hectares,53.0
Afforestation Area,2016,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Cork,Conifer,Total Afforestation,Hectares,497.0
Afforestation Area,2016,Co. Cork,Conifer,Farmer,Hectares,297.0
Afforestation Area,2016,Co. Cork,Conifer,Non-Farmer,Hectares,201.0
Afforestation Area,2016,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,36.0
Afforestation Area,2016,Co. Donegal,Total Afforestation,Farmer,Hectares,28.0
Afforestation Area,2016,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,8.0
Afforestation Area,2016,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Donegal,Broadleaf,Total Afforestation,Hectares,7.0
Afforestation Area,2016,Co. Donegal,Broadleaf,Farmer,Hectares,5.0
Afforestation Area,2016,Co. Donegal,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2016,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Donegal,Conifer,Total Afforestation,Hectares,29.0
Afforestation Area,2016,Co. Donegal,Conifer,Farmer,Hectares,23.0
Afforestation Area,2016,Co. Donegal,Conifer,Non-Farmer,Hectares,6.0
Afforestation Area,2016,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,3.0
Afforestation Area,2016,Co. Dublin,Total Afforestation,Farmer,Hectares,3.0
Afforestation Area,2016,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2016,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Dublin,Broadleaf,Total Afforestation,Hectares,1.0
Afforestation Area,2016,Co. Dublin,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2016,Co. Dublin,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2016,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Dublin,Conifer,Total Afforestation,Hectares,1.0
Afforestation Area,2016,Co. Dublin,Conifer,Farmer,Hectares,1.0
Afforestation Area,2016,Co. Dublin,Conifer,Non-Farmer,Hectares,
Afforestation Area,2016,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Galway,Total Afforestation,Total Afforestation,Hectares,331.0
Afforestation Area,2016,Co. Galway,Total Afforestation,Farmer,Hectares,242.0
Afforestation Area,2016,Co. Galway,Total Afforestation,Non-Farmer,Hectares,89.0
Afforestation Area,2016,Co. Galway,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Galway,Broadleaf,Total Afforestation,Hectares,56.0
Afforestation Area,2016,Co. Galway,Broadleaf,Farmer,Hectares,36.0
Afforestation Area,2016,Co. Galway,Broadleaf,Non-Farmer,Hectares,20.0
Afforestation Area,2016,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Galway,Conifer,Total Afforestation,Hectares,275.0
Afforestation Area,2016,Co. Galway,Conifer,Farmer,Hectares,206.0
Afforestation Area,2016,Co. Galway,Conifer,Non-Farmer,Hectares,70.0
Afforestation Area,2016,Co. Galway,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,405.0
Afforestation Area,2016,Co. Kerry,Total Afforestation,Farmer,Hectares,285.0
Afforestation Area,2016,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,120.0
Afforestation Area,2016,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Kerry,Broadleaf,Total Afforestation,Hectares,114.0
Afforestation Area,2016,Co. Kerry,Broadleaf,Farmer,Hectares,89.0
Afforestation Area,2016,Co. Kerry,Broadleaf,Non-Farmer,Hectares,24.0
Afforestation Area,2016,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Kerry,Conifer,Total Afforestation,Hectares,291.0
Afforestation Area,2016,Co. Kerry,Conifer,Farmer,Hectares,196.0
Afforestation Area,2016,Co. Kerry,Conifer,Non-Farmer,Hectares,95.0
Afforestation Area,2016,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,13.0
Afforestation Area,2016,Co. Kildare,Total Afforestation,Farmer,Hectares,8.0
Afforestation Area,2016,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,6.0
Afforestation Area,2016,Co. Kildare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Kildare,Broadleaf,Total Afforestation,Hectares,4.0
Afforestation Area,2016,Co. Kildare,Broadleaf,Farmer,Hectares,2.0
Afforestation Area,2016,Co. Kildare,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2016,Co. Kildare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Kildare,Conifer,Total Afforestation,Hectares,9.0
Afforestation Area,2016,Co. Kildare,Conifer,Farmer,Hectares,6.0
Afforestation Area,2016,Co. Kildare,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2016,Co. Kildare,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Kilkenny,Total Afforestation,Total Afforestation,Hectares,181.0
Afforestation Area,2016,Co. Kilkenny,Total Afforestation,Farmer,Hectares,132.0
Afforestation Area,2016,Co. Kilkenny,Total Afforestation,Non-Farmer,Hectares,49.0
Afforestation Area,2016,Co. Kilkenny,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Kilkenny,Broadleaf,Total Afforestation,Hectares,66.0
Afforestation Area,2016,Co. Kilkenny,Broadleaf,Farmer,Hectares,32.0
Afforestation Area,2016,Co. Kilkenny,Broadleaf,Non-Farmer,Hectares,34.0
Afforestation Area,2016,Co. Kilkenny,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Kilkenny,Conifer,Total Afforestation,Hectares,115.0
Afforestation Area,2016,Co. Kilkenny,Conifer,Farmer,Hectares,100.0
Afforestation Area,2016,Co. Kilkenny,Conifer,Non-Farmer,Hectares,16.0
Afforestation Area,2016,Co. Kilkenny,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Laois,Total Afforestation,Total Afforestation,Hectares,163.0
Afforestation Area,2016,Co. Laois,Total Afforestation,Farmer,Hectares,111.0
Afforestation Area,2016,Co. Laois,Total Afforestation,Non-Farmer,Hectares,52.0
Afforestation Area,2016,Co. Laois,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Laois,Broadleaf,Total Afforestation,Hectares,32.0
Afforestation Area,2016,Co. Laois,Broadleaf,Farmer,Hectares,23.0
Afforestation Area,2016,Co. Laois,Broadleaf,Non-Farmer,Hectares,9.0
Afforestation Area,2016,Co. Laois,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Laois,Conifer,Total Afforestation,Hectares,132.0
Afforestation Area,2016,Co. Laois,Conifer,Farmer,Hectares,89.0
Afforestation Area,2016,Co. Laois,Conifer,Non-Farmer,Hectares,43.0
Afforestation Area,2016,Co. Laois,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Leitrim,Total Afforestation,Total Afforestation,Hectares,434.0
Afforestation Area,2016,Co. Leitrim,Total Afforestation,Farmer,Hectares,239.0
Afforestation Area,2016,Co. Leitrim,Total Afforestation,Non-Farmer,Hectares,195.0
Afforestation Area,2016,Co. Leitrim,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Leitrim,Broadleaf,Total Afforestation,Hectares,73.0
Afforestation Area,2016,Co. Leitrim,Broadleaf,Farmer,Hectares,49.0
Afforestation Area,2016,Co. Leitrim,Broadleaf,Non-Farmer,Hectares,24.0
Afforestation Area,2016,Co. Leitrim,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Leitrim,Conifer,Total Afforestation,Hectares,361.0
Afforestation Area,2016,Co. Leitrim,Conifer,Farmer,Hectares,190.0
Afforestation Area,2016,Co. Leitrim,Conifer,Non-Farmer,Hectares,171.0
Afforestation Area,2016,Co. Leitrim,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Limerick,Total Afforestation,Total Afforestation,Hectares,329.0
Afforestation Area,2016,Co. Limerick,Total Afforestation,Farmer,Hectares,219.0
Afforestation Area,2016,Co. Limerick,Total Afforestation,Non-Farmer,Hectares,110.0
Afforestation Area,2016,Co. Limerick,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Limerick,Broadleaf,Total Afforestation,Hectares,65.0
Afforestation Area,2016,Co. Limerick,Broadleaf,Farmer,Hectares,46.0
Afforestation Area,2016,Co. Limerick,Broadleaf,Non-Farmer,Hectares,20.0
Afforestation Area,2016,Co. Limerick,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Limerick,Conifer,Total Afforestation,Hectares,263.0
Afforestation Area,2016,Co. Limerick,Conifer,Farmer,Hectares,173.0
Afforestation Area,2016,Co. Limerick,Conifer,Non-Farmer,Hectares,90.0
Afforestation Area,2016,Co. Limerick,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Longford,Total Afforestation,Total Afforestation,Hectares,272.0
Afforestation Area,2016,Co. Longford,Total Afforestation,Farmer,Hectares,144.0
Afforestation Area,2016,Co. Longford,Total Afforestation,Non-Farmer,Hectares,128.0
Afforestation Area,2016,Co. Longford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Longford,Broadleaf,Total Afforestation,Hectares,45.0
Afforestation Area,2016,Co. Longford,Broadleaf,Farmer,Hectares,27.0
Afforestation Area,2016,Co. Longford,Broadleaf,Non-Farmer,Hectares,18.0
Afforestation Area,2016,Co. Longford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Longford,Conifer,Total Afforestation,Hectares,227.0
Afforestation Area,2016,Co. Longford,Conifer,Farmer,Hectares,117.0
Afforestation Area,2016,Co. Longford,Conifer,Non-Farmer,Hectares,110.0
Afforestation Area,2016,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Louth,Total Afforestation,Total Afforestation,Hectares,40.0
Afforestation Area,2016,Co. Louth,Total Afforestation,Farmer,Hectares,12.0
Afforestation Area,2016,Co. Louth,Total Afforestation,Non-Farmer,Hectares,28.0
Afforestation Area,2016,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Louth,Broadleaf,Total Afforestation,Hectares,5.0
Afforestation Area,2016,Co. Louth,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2016,Co. Louth,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2016,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Louth,Conifer,Total Afforestation,Hectares,35.0
Afforestation Area,2016,Co. Louth,Conifer,Farmer,Hectares,11.0
Afforestation Area,2016,Co. Louth,Conifer,Non-Farmer,Hectares,24.0
Afforestation Area,2016,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,429.0
Afforestation Area,2016,Co. Mayo,Total Afforestation,Farmer,Hectares,316.0
Afforestation Area,2016,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,113.0
Afforestation Area,2016,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Mayo,Broadleaf,Total Afforestation,Hectares,59.0
Afforestation Area,2016,Co. Mayo,Broadleaf,Farmer,Hectares,47.0
Afforestation Area,2016,Co. Mayo,Broadleaf,Non-Farmer,Hectares,13.0
Afforestation Area,2016,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Mayo,Conifer,Total Afforestation,Hectares,369.0
Afforestation Area,2016,Co. Mayo,Conifer,Farmer,Hectares,269.0
Afforestation Area,2016,Co. Mayo,Conifer,Non-Farmer,Hectares,100.0
Afforestation Area,2016,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2016,Co. Meath,Total Afforestation,Total Afforestation,Hectares,105.0
Afforestation Area,2016,Co. Meath,Total Afforestation,Farmer,Hectares,64.0
Afforestation Area,2016,Co. Meath,Total Afforestation,Non-Farmer,Hectares,41.0
Afforestation Area,2016,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2016,Co. Meath,Broadleaf,Total Afforestation,Hectares,31.0
Afforestation Area,2016,Co. Meath,Broadleaf,Farmer,Hectares,16.0
Afforestation Area,2016,Co. Meath,Broadleaf,Non-Farmer,Hectares,15.0
Afforestation Area,2016,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2016,Co. Meath,Conifer,Total Afforestation,Hectares,74.0
Afforestation Area,2016,Co. Meath,Conifer,Farmer,Hectares,48.0
Afforestation Area,2016,Co. Meath,Conifer,Non-Farmer,Hectares,26.0
Afforestation Area,2016,Co. Meath,Conifer,Public Sector,Hectares,
