Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2020,Ireland,Total Afforestation,Non-Farmer,Hectares,1855.0
Afforestation Area,2020,Ireland,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2020,Ireland,Broadleaf,Total Afforestation,Hectares,819.0
Afforestation Area,2020,Ireland,Broadleaf,Farmer,Hectares,180.0
Afforestation Area,2020,Ireland,Broadleaf,Non-Farmer,Hectares,638.0
Afforestation Area,2020,Ireland,Broadleaf,Public Sector,Hectares,
Afforestation Area,2020,Ireland,Conifer,Total Afforestation,Hectares,1616.0
Afforestation Area,2020,Ireland,Conifer,Farmer,Hectares,399.0
Afforestation Area,2020,Ireland,Conifer,Non-Farmer,Hectares,1217.0
Afforestation Area,2020,Ireland,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Carlow,Total Afforestation,Total Afforestation,Hectares,9.0
Afforestation Area,2021,Co. Carlow,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Carlow,Total Afforestation,Non-Farmer,Hectares,9.0
Afforestation Area,2021,Co. Carlow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Carlow,Broadleaf,Total Afforestation,Hectares,7.0
Afforestation Area,2021,Co. Carlow,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Carlow,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2021,Co. Carlow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Carlow,Conifer,Total Afforestation,Hectares,2.0
Afforestation Area,2021,Co. Carlow,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Carlow,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2021,Co. Carlow,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Cavan,Total Afforestation,Total Afforestation,Hectares,160.0
Afforestation Area,2021,Co. Cavan,Total Afforestation,Farmer,Hectares,16.0
Afforestation Area,2021,Co. Cavan,Total Afforestation,Non-Farmer,Hectares,145.0
Afforestation Area,2021,Co. Cavan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Cavan,Broadleaf,Total Afforestation,Hectares,63.0
Afforestation Area,2021,Co. Cavan,Broadleaf,Farmer,Hectares,10.0
Afforestation Area,2021,Co. Cavan,Broadleaf,Non-Farmer,Hectares,53.0
Afforestation Area,2021,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Cavan,Conifer,Total Afforestation,Hectares,98.0
Afforestation Area,2021,Co. Cavan,Conifer,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Cavan,Conifer,Non-Farmer,Hectares,92.0
Afforestation Area,2021,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Clare,Total Afforestation,Total Afforestation,Hectares,174.0
Afforestation Area,2021,Co. Clare,Total Afforestation,Farmer,Hectares,26.0
Afforestation Area,2021,Co. Clare,Total Afforestation,Non-Farmer,Hectares,148.0
Afforestation Area,2021,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Clare,Broadleaf,Total Afforestation,Hectares,57.0
Afforestation Area,2021,Co. Clare,Broadleaf,Farmer,Hectares,5.0
Afforestation Area,2021,Co. Clare,Broadleaf,Non-Farmer,Hectares,53.0
Afforestation Area,2021,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Clare,Conifer,Total Afforestation,Hectares,117.0
Afforestation Area,2021,Co. Clare,Conifer,Farmer,Hectares,22.0
Afforestation Area,2021,Co. Clare,Conifer,Non-Farmer,Hectares,96.0
Afforestation Area,2021,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Cork,Total Afforestation,Total Afforestation,Hectares,343.0
Afforestation Area,2021,Co. Cork,Total Afforestation,Farmer,Hectares,53.0
Afforestation Area,2021,Co. Cork,Total Afforestation,Non-Farmer,Hectares,290.0
Afforestation Area,2021,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Cork,Broadleaf,Total Afforestation,Hectares,153.0
Afforestation Area,2021,Co. Cork,Broadleaf,Farmer,Hectares,34.0
Afforestation Area,2021,Co. Cork,Broadleaf,Non-Farmer,Hectares,119.0
Afforestation Area,2021,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Cork,Conifer,Total Afforestation,Hectares,191.0
Afforestation Area,2021,Co. Cork,Conifer,Farmer,Hectares,20.0
Afforestation Area,2021,Co. Cork,Conifer,Non-Farmer,Hectares,171.0
Afforestation Area,2021,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,22.0
Afforestation Area,2021,Co. Donegal,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,22.0
Afforestation Area,2021,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Donegal,Broadleaf,Total Afforestation,Hectares,7.0
Afforestation Area,2021,Co. Donegal,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Donegal,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2021,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Donegal,Conifer,Total Afforestation,Hectares,16.0
Afforestation Area,2021,Co. Donegal,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Donegal,Conifer,Non-Farmer,Hectares,16.0
Afforestation Area,2021,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Dublin,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Dublin,Broadleaf,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Dublin,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Dublin,Conifer,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Dublin,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Conifer,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Galway,Total Afforestation,Total Afforestation,Hectares,144.0
Afforestation Area,2021,Co. Galway,Total Afforestation,Farmer,Hectares,21.0
Afforestation Area,2021,Co. Galway,Total Afforestation,Non-Farmer,Hectares,124.0
Afforestation Area,2021,Co. Galway,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Galway,Broadleaf,Total Afforestation,Hectares,51.0
Afforestation Area,2021,Co. Galway,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2021,Co. Galway,Broadleaf,Non-Farmer,Hectares,44.0
Afforestation Area,2021,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Galway,Conifer,Total Afforestation,Hectares,93.0
Afforestation Area,2021,Co. Galway,Conifer,Farmer,Hectares,14.0
Afforestation Area,2021,Co. Galway,Conifer,Non-Farmer,Hectares,80.0
Afforestation Area,2021,Co. Galway,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,121.0
Afforestation Area,2021,Co. Kerry,Total Afforestation,Farmer,Hectares,15.0
Afforestation Area,2021,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,106.0
Afforestation Area,2021,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Kerry,Broadleaf,Total Afforestation,Hectares,69.0
Afforestation Area,2021,Co. Kerry,Broadleaf,Farmer,Hectares,8.0
Afforestation Area,2021,Co. Kerry,Broadleaf,Non-Farmer,Hectares,61.0
Afforestation Area,2021,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Kerry,Conifer,Total Afforestation,Hectares,53.0
Afforestation Area,2021,Co. Kerry,Conifer,Farmer,Hectares,7.0
Afforestation Area,2021,Co. Kerry,Conifer,Non-Farmer,Hectares,45.0
Afforestation Area,2021,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,42.0
Afforestation Area,2021,Co. Kildare,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,42.0
Afforestation Area,2021,Co. Kildare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Kildare,Broadleaf,Total Afforestation,Hectares,19.0
Afforestation Area,2021,Co. Kildare,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Kildare,Broadleaf,Non-Farmer,Hectares,19.0
Afforestation Area,2021,Co. Kildare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Kildare,Conifer,Total Afforestation,Hectares,22.0
Afforestation Area,2021,Co. Kildare,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Kildare,Conifer,Non-Farmer,Hectares,22.0
Afforestation Area,2021,Co. Kildare,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Kilkenny,Total Afforestation,Total Afforestation,Hectares,55.0
Afforestation Area,2021,Co. Kilkenny,Total Afforestation,Farmer,Hectares,15.0
Afforestation Area,2021,Co. Kilkenny,Total Afforestation,Non-Farmer,Hectares,40.0
Afforestation Area,2021,Co. Kilkenny,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Kilkenny,Broadleaf,Total Afforestation,Hectares,16.0
Afforestation Area,2021,Co. Kilkenny,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Kilkenny,Broadleaf,Non-Farmer,Hectares,10.0
Afforestation Area,2021,Co. Kilkenny,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Kilkenny,Conifer,Total Afforestation,Hectares,39.0
Afforestation Area,2021,Co. Kilkenny,Conifer,Farmer,Hectares,9.0
Afforestation Area,2021,Co. Kilkenny,Conifer,Non-Farmer,Hectares,30.0
Afforestation Area,2021,Co. Kilkenny,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Laois,Total Afforestation,Total Afforestation,Hectares,5.0
Afforestation Area,2021,Co. Laois,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Laois,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2021,Co. Laois,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Laois,Broadleaf,Total Afforestation,Hectares,1.0
Afforestation Area,2021,Co. Laois,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Laois,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2021,Co. Laois,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Laois,Conifer,Total Afforestation,Hectares,4.0
Afforestation Area,2021,Co. Laois,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Laois,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2021,Co. Laois,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Leitrim,Total Afforestation,Total Afforestation,Hectares,98.0
Afforestation Area,2021,Co. Leitrim,Total Afforestation,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Leitrim,Total Afforestation,Non-Farmer,Hectares,96.0
Afforestation Area,2021,Co. Leitrim,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Leitrim,Broadleaf,Total Afforestation,Hectares,41.0
Afforestation Area,2021,Co. Leitrim,Broadleaf,Farmer,Hectares,0.0
Afforestation Area,2021,Co. Leitrim,Broadleaf,Non-Farmer,Hectares,41.0
Afforestation Area,2021,Co. Leitrim,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Leitrim,Conifer,Total Afforestation,Hectares,57.0
Afforestation Area,2021,Co. Leitrim,Conifer,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Leitrim,Conifer,Non-Farmer,Hectares,55.0
Afforestation Area,2021,Co. Leitrim,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Limerick,Total Afforestation,Total Afforestation,Hectares,60.0
Afforestation Area,2021,Co. Limerick,Total Afforestation,Farmer,Hectares,38.0
Afforestation Area,2021,Co. Limerick,Total Afforestation,Non-Farmer,Hectares,22.0
Afforestation Area,2021,Co. Limerick,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Limerick,Broadleaf,Total Afforestation,Hectares,31.0
Afforestation Area,2021,Co. Limerick,Broadleaf,Farmer,Hectares,12.0
Afforestation Area,2021,Co. Limerick,Broadleaf,Non-Farmer,Hectares,19.0
Afforestation Area,2021,Co. Limerick,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Limerick,Conifer,Total Afforestation,Hectares,29.0
Afforestation Area,2021,Co. Limerick,Conifer,Farmer,Hectares,27.0
Afforestation Area,2021,Co. Limerick,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2021,Co. Limerick,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Longford,Total Afforestation,Total Afforestation,Hectares,70.0
Afforestation Area,2021,Co. Longford,Total Afforestation,Farmer,Hectares,50.0
Afforestation Area,2021,Co. Longford,Total Afforestation,Non-Farmer,Hectares,20.0
Afforestation Area,2021,Co. Longford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Longford,Broadleaf,Total Afforestation,Hectares,14.0
Afforestation Area,2021,Co. Longford,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2021,Co. Longford,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2021,Co. Longford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Longford,Conifer,Total Afforestation,Hectares,56.0
Afforestation Area,2021,Co. Longford,Conifer,Farmer,Hectares,43.0
Afforestation Area,2021,Co. Longford,Conifer,Non-Farmer,Hectares,13.0
Afforestation Area,2021,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Louth,Total Afforestation,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Louth,Total Afforestation,Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Louth,Broadleaf,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Louth,Broadleaf,Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Louth,Conifer,Total Afforestation,Hectares,
Afforestation Area,2021,Co. Louth,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Conifer,Non-Farmer,Hectares,
Afforestation Area,2021,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,119.0
Afforestation Area,2021,Co. Mayo,Total Afforestation,Farmer,Hectares,26.0
Afforestation Area,2021,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,93.0
Afforestation Area,2021,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Mayo,Broadleaf,Total Afforestation,Hectares,45.0
Afforestation Area,2021,Co. Mayo,Broadleaf,Farmer,Hectares,5.0
Afforestation Area,2021,Co. Mayo,Broadleaf,Non-Farmer,Hectares,40.0
Afforestation Area,2021,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Mayo,Conifer,Total Afforestation,Hectares,74.0
Afforestation Area,2021,Co. Mayo,Conifer,Farmer,Hectares,21.0
Afforestation Area,2021,Co. Mayo,Conifer,Non-Farmer,Hectares,53.0
Afforestation Area,2021,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Meath,Total Afforestation,Total Afforestation,Hectares,44.0
Afforestation Area,2021,Co. Meath,Total Afforestation,Farmer,Hectares,3.0
Afforestation Area,2021,Co. Meath,Total Afforestation,Non-Farmer,Hectares,41.0
Afforestation Area,2021,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Meath,Broadleaf,Total Afforestation,Hectares,13.0
Afforestation Area,2021,Co. Meath,Broadleaf,Farmer,Hectares,0.0
Afforestation Area,2021,Co. Meath,Broadleaf,Non-Farmer,Hectares,12.0
Afforestation Area,2021,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Meath,Conifer,Total Afforestation,Hectares,31.0
Afforestation Area,2021,Co. Meath,Conifer,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Meath,Conifer,Non-Farmer,Hectares,29.0
Afforestation Area,2021,Co. Meath,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Monaghan,Total Afforestation,Total Afforestation,Hectares,17.0
Afforestation Area,2021,Co. Monaghan,Total Afforestation,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Monaghan,Total Afforestation,Non-Farmer,Hectares,14.0
Afforestation Area,2021,Co. Monaghan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Monaghan,Broadleaf,Total Afforestation,Hectares,10.0
Afforestation Area,2021,Co. Monaghan,Broadleaf,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Monaghan,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2021,Co. Monaghan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Monaghan,Conifer,Total Afforestation,Hectares,7.0
Afforestation Area,2021,Co. Monaghan,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Monaghan,Conifer,Non-Farmer,Hectares,7.0
Afforestation Area,2021,Co. Monaghan,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Offaly,Total Afforestation,Total Afforestation,Hectares,25.0
Afforestation Area,2021,Co. Offaly,Total Afforestation,Farmer,Hectares,13.0
Afforestation Area,2021,Co. Offaly,Total Afforestation,Non-Farmer,Hectares,11.0
Afforestation Area,2021,Co. Offaly,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Offaly,Broadleaf,Total Afforestation,Hectares,13.0
Afforestation Area,2021,Co. Offaly,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2021,Co. Offaly,Broadleaf,Non-Farmer,Hectares,5.0
Afforestation Area,2021,Co. Offaly,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Offaly,Conifer,Total Afforestation,Hectares,12.0
Afforestation Area,2021,Co. Offaly,Conifer,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Offaly,Conifer,Non-Farmer,Hectares,6.0
Afforestation Area,2021,Co. Offaly,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Roscommon,Total Afforestation,Total Afforestation,Hectares,190.0
Afforestation Area,2021,Co. Roscommon,Total Afforestation,Farmer,Hectares,34.0
Afforestation Area,2021,Co. Roscommon,Total Afforestation,Non-Farmer,Hectares,156.0
Afforestation Area,2021,Co. Roscommon,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Roscommon,Broadleaf,Total Afforestation,Hectares,57.0
Afforestation Area,2021,Co. Roscommon,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Roscommon,Broadleaf,Non-Farmer,Hectares,51.0
Afforestation Area,2021,Co. Roscommon,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Roscommon,Conifer,Total Afforestation,Hectares,133.0
Afforestation Area,2021,Co. Roscommon,Conifer,Farmer,Hectares,28.0
Afforestation Area,2021,Co. Roscommon,Conifer,Non-Farmer,Hectares,105.0
Afforestation Area,2021,Co. Roscommon,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Sligo,Total Afforestation,Total Afforestation,Hectares,92.0
Afforestation Area,2021,Co. Sligo,Total Afforestation,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Sligo,Total Afforestation,Non-Farmer,Hectares,90.0
Afforestation Area,2021,Co. Sligo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Sligo,Broadleaf,Total Afforestation,Hectares,33.0
Afforestation Area,2021,Co. Sligo,Broadleaf,Farmer,Hectares,0.0
Afforestation Area,2021,Co. Sligo,Broadleaf,Non-Farmer,Hectares,32.0
Afforestation Area,2021,Co. Sligo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Sligo,Conifer,Total Afforestation,Hectares,59.0
Afforestation Area,2021,Co. Sligo,Conifer,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Sligo,Conifer,Non-Farmer,Hectares,57.0
Afforestation Area,2021,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,32.0
Afforestation Area,2021,Co. Tipperary,Total Afforestation,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,30.0
Afforestation Area,2021,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,7.0
Afforestation Area,2021,Co. Tipperary,Broadleaf,Farmer,Hectares,2.0
Afforestation Area,2021,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,5.0
Afforestation Area,2021,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Tipperary,Conifer,Total Afforestation,Hectares,25.0
Afforestation Area,2021,Co. Tipperary,Conifer,Farmer,Hectares,0.0
Afforestation Area,2021,Co. Tipperary,Conifer,Non-Farmer,Hectares,25.0
Afforestation Area,2021,Co. Tipperary,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,33.0
Afforestation Area,2021,Co. Waterford,Total Afforestation,Farmer,Hectares,10.0
Afforestation Area,2021,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,23.0
Afforestation Area,2021,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Waterford,Broadleaf,Total Afforestation,Hectares,14.0
Afforestation Area,2021,Co. Waterford,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2021,Co. Waterford,Broadleaf,Non-Farmer,Hectares,13.0
Afforestation Area,2021,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Waterford,Conifer,Total Afforestation,Hectares,19.0
Afforestation Area,2021,Co. Waterford,Conifer,Farmer,Hectares,8.0
Afforestation Area,2021,Co. Waterford,Conifer,Non-Farmer,Hectares,11.0
Afforestation Area,2021,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,49.0
Afforestation Area,2021,Co. Westmeath,Total Afforestation,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Westmeath,Total Afforestation,Non-Farmer,Hectares,43.0
Afforestation Area,2021,Co. Westmeath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Westmeath,Broadleaf,Total Afforestation,Hectares,30.0
Afforestation Area,2021,Co. Westmeath,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2021,Co. Westmeath,Broadleaf,Non-Farmer,Hectares,29.0
Afforestation Area,2021,Co. Westmeath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Westmeath,Conifer,Total Afforestation,Hectares,19.0
Afforestation Area,2021,Co. Westmeath,Conifer,Farmer,Hectares,5.0
Afforestation Area,2021,Co. Westmeath,Conifer,Non-Farmer,Hectares,14.0
Afforestation Area,2021,Co. Westmeath,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Wexford,Total Afforestation,Total Afforestation,Hectares,15.0
Afforestation Area,2021,Co. Wexford,Total Afforestation,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Wexford,Total Afforestation,Non-Farmer,Hectares,9.0
Afforestation Area,2021,Co. Wexford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Wexford,Broadleaf,Total Afforestation,Hectares,14.0
Afforestation Area,2021,Co. Wexford,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2021,Co. Wexford,Broadleaf,Non-Farmer,Hectares,9.0
Afforestation Area,2021,Co. Wexford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Wexford,Conifer,Total Afforestation,Hectares,0.0
Afforestation Area,2021,Co. Wexford,Conifer,Farmer,Hectares,
Afforestation Area,2021,Co. Wexford,Conifer,Non-Farmer,Hectares,0.0
Afforestation Area,2021,Co. Wexford,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Co. Wicklow,Total Afforestation,Total Afforestation,Hectares,98.0
Afforestation Area,2021,Co. Wicklow,Total Afforestation,Farmer,Hectares,20.0
Afforestation Area,2021,Co. Wicklow,Total Afforestation,Non-Farmer,Hectares,78.0
Afforestation Area,2021,Co. Wicklow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Co. Wicklow,Broadleaf,Total Afforestation,Hectares,67.0
Afforestation Area,2021,Co. Wicklow,Broadleaf,Farmer,Hectares,15.0
Afforestation Area,2021,Co. Wicklow,Broadleaf,Non-Farmer,Hectares,52.0
Afforestation Area,2021,Co. Wicklow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Co. Wicklow,Conifer,Total Afforestation,Hectares,31.0
Afforestation Area,2021,Co. Wicklow,Conifer,Farmer,Hectares,5.0
Afforestation Area,2021,Co. Wicklow,Conifer,Non-Farmer,Hectares,25.0
Afforestation Area,2021,Co. Wicklow,Conifer,Public Sector,Hectares,
Afforestation Area,2021,Ireland,Total Afforestation,Total Afforestation,Hectares,2016.0
Afforestation Area,2021,Ireland,Total Afforestation,Farmer,Hectares,360.0
Afforestation Area,2021,Ireland,Total Afforestation,Non-Farmer,Hectares,1657.0
Afforestation Area,2021,Ireland,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2021,Ireland,Broadleaf,Total Afforestation,Hectares,829.0
Afforestation Area,2021,Ireland,Broadleaf,Farmer,Hectares,133.0
Afforestation Area,2021,Ireland,Broadleaf,Non-Farmer,Hectares,696.0
Afforestation Area,2021,Ireland,Broadleaf,Public Sector,Hectares,
Afforestation Area,2021,Ireland,Conifer,Total Afforestation,Hectares,1187.0
Afforestation Area,2021,Ireland,Conifer,Farmer,Hectares,226.0
Afforestation Area,2021,Ireland,Conifer,Non-Farmer,Hectares,961.0
Afforestation Area,2021,Ireland,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Carlow,Total Afforestation,Total Afforestation,Hectares,4.0
Afforestation Area,2022,Co. Carlow,Total Afforestation,Farmer,Hectares,
Afforestation Area,2022,Co. Carlow,Total Afforestation,Non-Farmer,Hectares,4.0
Afforestation Area,2022,Co. Carlow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Carlow,Broadleaf,Total Afforestation,Hectares,2.0
Afforestation Area,2022,Co. Carlow,Broadleaf,Farmer,Hectares,
Afforestation Area,2022,Co. Carlow,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Carlow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Carlow,Conifer,Total Afforestation,Hectares,2.0
Afforestation Area,2022,Co. Carlow,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Carlow,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Carlow,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Cavan,Total Afforestation,Total Afforestation,Hectares,115.0
